사업장명,DONG_CD,MCT_CAT_CD,x,y
(주)진명출판사,서교동,생활서비스,126.92265517873186,37.5532817069382
(주)세상스케치,서교동,생활서비스,126.92265517873186,37.5532817069382
(사)한국수필가협회,서교동,생활서비스,126.92265517873186,37.5532817069382
도서출판 시울,서교동,생활서비스,126.92265517873186,37.5532817069382
토박이출판사,서교동,생활서비스,126.92265517873186,37.5532817069382
도서출판 꿈꾸다,서교동,생활서비스,126.92265517873186,37.5532817069382
지엔미디어,서교동,생활서비스,126.92265517873186,37.5532817069382
(주)렛츠스터디,서교동,생활서비스,126.92265517873186,37.5532817069382
소오리미디어,서교동,생활서비스,126.92265517873186,37.5532817069382
오디세이닷컴(주),서교동,생활서비스,126.92265517873186,37.5532817069382
(주)사이아시아,서교동,생활서비스,126.92265517873186,37.5532817069382
친친라오스,서교동,생활서비스,126.92265517873186,37.5532817069382
쓰리제이(3J),서교동,생활서비스,126.92265517873186,37.5532817069382
(주)와이제이코믹스,서교동,생활서비스,126.92265517873186,37.5532817069382
하늘눈,서교동,생활서비스,126.92265517873186,37.5532817069382
어뮤즈랩(Amuse Lab),서교동,생활서비스,126.92474306095261,37.553066374847695
노멜과문화,서교동,생활서비스,126.9267656679332,37.553264030918854
흐름출판,서교동,생활서비스,126.91619772332515,37.55215241018268
미래아이,서교동,생활서비스,126.91619772332515,37.55215241018268
책과램프,서교동,생활서비스,126.91599647414792,37.55215745405481
(사)세선회,서교동,생활서비스,126.91705671757805,37.552168079119
가담플러스(Gadam plus),서교동,생활서비스,126.91763868293027,37.552173822732556
페이퍼앤(PAPER AND),서교동,생활서비스,126.91763868293027,37.552173822732556
국제문화교류센터(주),서교동,생활서비스,126.91763868293027,37.552173822732556
스튜디오 나인,서교동,생활서비스,126.91763868293027,37.552173822732556
홍익도서,서교동,생활서비스,126.91783875138286,37.5521917735614
도서출판 작업,서교동,생활서비스,126.91671049953246,37.55219337819302
(주)시사통,서교동,생활서비스,126.91841447049346,37.55220550764073
(주)한국섬유신문,서교동,생활서비스,126.919109725848,37.55222994679786
(주)지키미커뮤니케이션,서교동,생활서비스,126.91733538525087,37.552251687648756
하이콤,서교동,생활서비스,126.91682495363396,37.55227088611499
코리아일러스트아카데미,서교동,생활서비스,126.91940219902759,37.55230006641036
동양books(동양북스),서교동,생활서비스,126.91801511861638,37.55231512711368
일본어뱅크.중국어뱅크,서교동,생활서비스,126.91801511861638,37.55231512711368
(주)동양북스,서교동,생활서비스,126.91801511861638,37.55231512711368
지인,서교동,생활서비스,126.91801511861638,37.55231512711368
굿모닝스쿨,서교동,생활서비스,126.91801511861638,37.55231512711368
홍익미디어플러스(주),서교동,생활서비스,126.91801511861638,37.55231512711368
솔빛길,서교동,생활서비스,126.91701629387957,37.55232860644844
그러나,서교동,생활서비스,126.91701629387957,37.55232860644844
에브리네이션,서교동,생활서비스,126.91521290363184,37.552347404014895
미영사,서교동,생활서비스,126.91521290363184,37.552347404014895
(주)디에디터,서교동,생활서비스,126.91833357898797,37.55235355952807
락킨코리아(Rockin' Korea),서교동,생활서비스,126.91731409527212,37.55237958212442
락킨코리아(주),서교동,생활서비스,126.91731409527212,37.55237958212442
맑은엔터프라이즈(주),서교동,생활서비스,126.91731409527212,37.55237958212442
아름다운날,서교동,생활서비스,126.91928253971143,37.55240966593087
꿈꾼문고,서교동,생활서비스,126.91928253971143,37.55240966593087
도서출판 아우룸,서교동,생활서비스,126.91928253971143,37.55240966593087
(주)새틀디자인연구소,서교동,생활서비스,126.91540200284831,37.552411799222696
(주)뇌교육인성아카데미,서교동,생활서비스,126.91756144731984,37.552418906117126
(사)한국기독학생회(출판부),서교동,생활서비스,126.91885053867288,37.5524314880056
디노 웍스,서교동,생활서비스,126.9150226459013,37.55245778783328
교평,서교동,생활서비스,126.91577327963584,37.55247310200356
주식회사 42미디어콘텐츠,서교동,생활서비스,126.91577327963584,37.55247310200356
도서출판 경계,서교동,생활서비스,126.91577327963584,37.55247310200356
보통의 서재,서교동,생활서비스,126.91577327963584,37.55247310200356
(주)코트랜스인터내셔널,서교동,생활서비스,126.91795433817262,37.55248580406521
청음교육주식회사,서교동,생활서비스,126.91795433817262,37.55248580406521
허창봉디자인,서교동,생활서비스,126.91795433817262,37.55248580406521
도서출판 LEADER,서교동,생활서비스,126.91795433817262,37.55248580406521
제이.엠기획사,서교동,생활서비스,126.91604712190795,37.55248819819441
(주)네오디티피,서교동,생활서비스,126.9181527798435,37.552490289604535
(주)지엔씨미디어,서교동,생활서비스,126.9187035477278,37.55255691474582
문턱없는 세상,서교동,생활서비스,126.91384111581777,37.5517725476365
(재)민족의학연구원,서교동,생활서비스,126.91384111581777,37.5517725476365
독도도서관친구들,서교동,생활서비스,126.91384111581777,37.5517725476365
주식회사 도서출판 작은책,서교동,생활서비스,126.91384111581777,37.5517725476365
(사)공동육아와공동체교육,서교동,생활서비스,126.91384111581777,37.5517725476365
제이플러스미디어,서교동,생활서비스,126.91253238156031,37.55204625640026
비트볼뮤직,서교동,생활서비스,126.91253238156031,37.55204625640026
(주)푸른봄,서교동,생활서비스,126.91344459963096,37.55205325788811
Plan C(플랜씨),서교동,생활서비스,126.91344459963096,37.55205325788811
(주)피플이엔티,서교동,생활서비스,126.91281965922185,37.55206729344087
(주)오디웍스,서교동,생활서비스,126.91335513496074,37.55216512627785
도두커뮤니케이션,서교동,생활서비스,126.91335513496074,37.55216512627785
가람어린이,서교동,생활서비스,126.91227515616295,37.552264048440954
코스모스문화사,서교동,생활서비스,126.91227515616295,37.552264048440954
아모르문디,서교동,생활서비스,126.91227515616295,37.552264048440954
상상박물관,서교동,생활서비스,126.91227515616295,37.552264048440954
도서출판 다연,서교동,생활서비스,126.91227515616295,37.552264048440954
도서출판 큰소리통,서교동,생활서비스,126.91425690258484,37.55227431960437
여러누리,서교동,생활서비스,126.91425690258484,37.55227431960437
북인(Bookin),서교동,생활서비스,126.91425690258484,37.55227431960437
예수촌사람들,서교동,생활서비스,126.91451240252267,37.552321860919704
(주)제이앤제이코퍼레이션,서교동,생활서비스,126.91249866908977,37.5524275568829
(주)한국직업개발원,서교동,생활서비스,126.91249866908977,37.5524275568829
도서출판 난장이,서교동,생활서비스,126.91249866908977,37.5524275568829
책 읽는 오두막,서교동,생활서비스,126.91343199856493,37.55247795089532
사단법인 전국영어교사모임,서교동,생활서비스,126.91343199856493,37.55247795089532
청신호,서교동,생활서비스,126.91760436719312,37.551569802353306
플랫폼,서교동,생활서비스,126.91760436719312,37.551569802353306
나온(주),서교동,생활서비스,126.91510363264163,37.551620462884586
빌리버튼,서교동,생활서비스,126.91839305276301,37.551623883088915
(주)더블류비스트,서교동,생활서비스,126.91839305276301,37.551623883088915
에일리언,서교동,생활서비스,126.91489033172272,37.55168644759076
(주)예문아카이브,서교동,생활서비스,126.91590069806342,37.55170430829762
365늘책,서교동,생활서비스,126.91744135334403,37.551729840474245
(주)토마토엔터테인먼트,서교동,생활서비스,126.91744135334403,37.551729840474245
대한인쇄문화협회,서교동,생활서비스,126.91867929164059,37.55173060503193
(주)북새통,서교동,생활서비스,126.91594312731789,37.55177479482051
섬섬,서교동,생활서비스,126.91594312731789,37.55177479482051
도어북(Door Book),서교동,생활서비스,126.91594312731789,37.55177479482051
갈래,서교동,생활서비스,126.91664476052671,37.551823023575736
(주)마이코미디어,서교동,생활서비스,126.91664476052671,37.551823023575736
(주)미래교육연구원,서교동,생활서비스,126.91805471450793,37.55186465126038
제이알컴 주식회사,서교동,생활서비스,126.91883776307026,37.55186701594685
이야기쟁이 낙타,서교동,생활서비스,126.91883776307026,37.55186701594685
도서출판 밥북,서교동,생활서비스,126.91883776307026,37.55186701594685
토이앤조이(Toy＆Joy),서교동,생활서비스,126.91765026303764,37.5518899449285
핫뮤직매거진,서교동,생활서비스,126.91765026303764,37.5518899449285
(주)도서출판마음의숲,서교동,생활서비스,126.91765026303764,37.5518899449285
도서출판갈무리,서교동,생활서비스,126.91679121530817,37.55191445419855
한국유아영재교육연구소,서교동,생활서비스,126.91845236831287,37.55191914118467
퀀텀앤플레이,서교동,생활서비스,126.91708953764596,37.551968557632485
(주)코리아콘텐츠랩,서교동,생활서비스,126.91870040223986,37.55198326579019
소다프린트,서교동,생활서비스,126.91738295393999,37.55199106356334
소다미디어,서교동,생활서비스,126.91738295393999,37.55199106356334
(주)인포그램,서교동,생활서비스,126.91738295393999,37.55199106356334
블루오션,서교동,생활서비스,126.91738295393999,37.55199106356334
생각나무과수원,서교동,생활서비스,126.91738295393999,37.55199106356334
씨케이랩(CK Lab),서교동,생활서비스,126.91738295393999,37.55199106356334
나무의꿈,서교동,생활서비스,126.91738295393999,37.55199106356334
한국미술교육학회,서교동,생활서비스,126.91601208502071,37.552011060665514
(주)학지사,서교동,생활서비스,126.91827993072822,37.552055633582235
학지사메디컬,서교동,생활서비스,126.91827993072822,37.552055633582235
(주)인싸이트,서교동,생활서비스,126.91827993072822,37.552055633582235
이너북스,서교동,생활서비스,126.91827993072822,37.552055633582235
도서출판지오북스,서교동,생활서비스,126.91687462933679,37.55208675819764
수린재,서교동,생활서비스,126.918947546484,37.55210135352695
(주)글로벌앤로컬브레인파크,서교동,생활서비스,126.91640787799719,37.55212850224839
도서출판연금술사,서교동,생활서비스,126.91640787799719,37.55212850224839
유캔퍼블릭,서교동,생활서비스,126.91640787799719,37.55212850224839
나무심는사람,서교동,생활서비스,126.91640787799719,37.55212850224839
무소의뿔,서교동,생활서비스,126.91640787799719,37.55212850224839
주식회사 에이비트래블,서교동,생활서비스,126.91640787799719,37.55212850224839
(주)대안연구공동체,서교동,생활서비스,126.91640787799719,37.55212850224839
파레시아,서교동,생활서비스,126.91640787799719,37.55212850224839
드림캐처,서교동,생활서비스,126.91640787799719,37.55212850224839
도서출판사랑과나무,서교동,생활서비스,126.91921830761882,37.55213699877496
미래인,서교동,생활서비스,126.91619772332515,37.55215241018268
도서출판 미래엠앤비,서교동,생활서비스,126.91619772332515,37.55215241018268
미래주니어,서교동,생활서비스,126.91619772332515,37.55215241018268
도서출판 솔로몬,서교동,생활서비스,126.91619772332515,37.55215241018268
미래에듀,서교동,생활서비스,126.91619772332515,37.55215241018268
맹쿤,서교동,생활서비스,126.92196538814744,37.551029880180984
하이유니(HiUni)교육,서교동,생활서비스,126.92087541651604,37.55120922934456
HiBooks,서교동,생활서비스,126.92087541651604,37.55120922934456
홍대아이엠 중성화 진료수술센터,서교동,생활서비스,126.91977933194269,37.55129148783083
홍대 아이엠 중성화 진료 수술 센터,서교동,생활서비스,126.91977933194269,37.55129148783083
(주)눕티아,서교동,생활서비스,126.92077851652571,37.55133181025655
스튜어디스이미지연구,서교동,생활서비스,126.92124996724942,37.551357845769395
시리코퍼레이션(주),서교동,생활서비스,126.92006515201749,37.5514810168655
怡都(이도),서교동,생활서비스,126.92143548633359,37.55148948192273
멀티이북센터,서교동,생활서비스,126.92143548633359,37.55148948192273
주－예스프로포즈,서교동,생활서비스,126.92020256142204,37.55153606336299
도서출판 예스,서교동,생활서비스,126.92020256142204,37.55153606336299
희수컴,서교동,생활서비스,126.92172463989797,37.55185203746686
주식회사 에듀파트너,서교동,생활서비스,126.91949574856757,37.55192949989803
주식회사 씨앤에스러닝,서교동,생활서비스,126.91949574856757,37.55192949989803
(주)해람북스,서교동,생활서비스,126.91949574856757,37.55192949989803
트래블벅스(Travel Bugs),서교동,생활서비스,126.92089568314131,37.55206310211915
(주)기메카,서교동,생활서비스,126.91969906535819,37.55208024515801
(주)첨단,서교동,생활서비스,126.91969906535819,37.55208024515801
(사)한민족공동체발전협회,서교동,생활서비스,126.91969906535819,37.55208024515801
나선 출판,서교동,생활서비스,126.91969906535819,37.55208024515801
해피스토리,서교동,생활서비스,126.91969906535819,37.55208024515801
(주)북메이드,서교동,생활서비스,126.91969906535819,37.55208024515801
(주)페이퍼로빈,서교동,생활서비스,126.92334766433281,37.55223991220082
베스트프렌드,서교동,생활서비스,126.92018074032227,37.552346581222245
미다스북스,서교동,생활서비스,126.92018074032227,37.552346581222245
(주)지식노마드,서교동,생활서비스,126.92018074032227,37.552346581222245
도서출판 별과우주,서교동,생활서비스,126.92018074032227,37.552346581222245
(주)네팅,서교동,생활서비스,126.92293887671323,37.55234773545971
아쿠아,서교동,생활서비스,126.92210141921065,37.552400326717155
주식회사 비엠컴퍼니 홍대점,서교동,생활서비스,126.91957990136048,37.55241095665995
더디자인,서교동,생활서비스,126.9201846710676,37.55250830061948
사공,서교동,생활서비스,126.9201846710676,37.55250830061948
도서출판 감,서교동,생활서비스,126.9201846710676,37.55250830061948
브이에이 미디어,서교동,생활서비스,126.9201846710676,37.55250830061948
카인드북스(kind books),서교동,생활서비스,126.9201846710676,37.55250830061948
상상너머,서교동,생활서비스,126.9201846710676,37.55250830061948
(주)반디출판사,서교동,생활서비스,126.9201846710676,37.55250830061948
오푸스,서교동,생활서비스,126.9201846710676,37.55250830061948
글과 사람들,서교동,생활서비스,126.9201846710676,37.55250830061948
클립,서교동,생활서비스,126.91408181271215,37.551042830192635
어브노멀,서교동,생활서비스,126.91408181271215,37.551042830192635
한미르,서교동,생활서비스,126.91401076409332,37.551283380536404
Formal Normal(포멀노멀),서교동,생활서비스,126.9144080237307,37.55146284717828
소라프로덕션,서교동,생활서비스,126.9145646077039,37.551484656839136
(주)현암사,서교동,생활서비스,126.91347072484103,37.55154504915427
현암주니어,서교동,생활서비스,126.91347072484103,37.55154504915427
(주)퍼플미디어,서교동,생활서비스,126.91381164333912,37.551584577670084
(주)오프스크린,서교동,생활서비스,126.91381164333912,37.551584577670084
씨에이치디 주식회사(지점),서교동,생활서비스,126.91358322230005,37.55175215981392
체셔(CHESHIRE),서교동,생활서비스,126.91672210381118,37.550800251172525
하트퀸(HEART QUEEN),서교동,생활서비스,126.91672210381118,37.550800251172525
시계토끼(SIGYETOKKI),서교동,생활서비스,126.91672210381118,37.550800251172525
NUDI,서교동,생활서비스,126.91672210381118,37.550800251172525
더드림서울사무소,서교동,생활서비스,126.91672210381118,37.550800251172525
(주)글씨미디어,서교동,생활서비스,126.91483770737099,37.55082028101757
도서출판강,서교동,생활서비스,126.91483770737099,37.55082028101757
눈록,서교동,생활서비스,126.91483770737099,37.55082028101757
분홍개구리,서교동,생활서비스,126.91483770737099,37.55082028101757
(주)글씨,서교동,생활서비스,126.91483770737099,37.55082028101757
주)도서출판 강,서교동,생활서비스,126.91483770737099,37.55082028101757
도서출판 생각나눔,서교동,생활서비스,126.91735296117358,37.55085631370321
도서출판신세대,서교동,생활서비스,126.91698916174889,37.550870439868596
도서출판 푸른정원,서교동,생활서비스,126.91698916174889,37.550870439868596
모두카피,서교동,생활서비스,126.91698916174889,37.550870439868596
(주)이앤씨포럼,서교동,생활서비스,126.91756028383442,37.5508756736765
도서출판건설연구사,서교동,생활서비스,126.91549668072985,37.550928371446496
Happy House,서교동,생활서비스,126.91672215751174,37.55095076502239
오디에이워치(ODA Watch),서교동,생활서비스,126.916485079665,37.55096665631361
(주)디브이씨,서교동,생활서비스,126.916485079665,37.55096665631361
(주)메가뉴스,서교동,생활서비스,126.91821649761349,37.550988556760146
주식회사 북로그컴퍼니,서교동,생활서비스,126.91764138455227,37.551002806031164
(주)케이엘씨평가센타,서교동,생활서비스,126.91764138455227,37.551002806031164
재단법인 한국기독교청년회전국연맹유지재단,서교동,생활서비스,126.9163702086741,37.551052884589225
(주)뮤직엔필름컴퍼니,서교동,생활서비스,126.9163702086741,37.551052884589225
(주)성균관한문교실,서교동,생활서비스,126.91780588320998,37.55105703682006
주식회사 창운미디어,서교동,생활서비스,126.91780588320998,37.55105703682006
새별오름,서교동,생활서비스,126.91780588320998,37.55105703682006
북마당,서교동,생활서비스,126.91575395170528,37.55106804709978
(주)다락컴퍼니,서교동,생활서비스,126.91855085725936,37.55109890628133
굳프렌드 주식회사,서교동,생활서비스,126.91772213663,37.551129644665664
찰리북(Charlie Book),서교동,생활서비스,126.91703513798103,37.5511322763731
갈대상자,서교동,생활서비스,126.91703513798103,37.5511322763731
그린피아,서교동,생활서비스,126.91669023604773,37.55116294714524
(주)하트커뮤니케이션,서교동,생활서비스,126.91669023604773,37.55116294714524
도서출판 정음,서교동,생활서비스,126.91669023604773,37.55116294714524
아트비프로젝트,서교동,생활서비스,126.91624410341824,37.55118775811665
예솜출판,서교동,생활서비스,126.91792025837415,37.55120748558775
연우심리연구소,서교동,생활서비스,126.91792025837415,37.55120748558775
이음,서교동,생활서비스,126.91792025837415,37.55120748558775
(주)다락컴퍼니,서교동,생활서비스,126.9184269472055,37.551215178168036
유뉴스,서교동,생활서비스,126.91704712040259,37.55128788349697
에듀하우스,서교동,생활서비스,126.91645399048777,37.551292758193114
(주)엘케이스타컴퍼니,서교동,생활서비스,126.91645399048777,37.551292758193114
21세기교육연구소,서교동,생활서비스,126.91630395103596,37.55141275436871
교육을 바꾸는 책,서교동,생활서비스,126.91630395103596,37.55141275436871
교육을 바꾸는 사람들,서교동,생활서비스,126.91630395103596,37.55141275436871
한국뇌기반교육연구소,서교동,생활서비스,126.91630395103596,37.55141275436871
사단법인한국출판인회의,서교동,생활서비스,126.91675411376886,37.55142394728986
(주)테크미디어,서교동,생활서비스,126.91524859868213,37.55148978635541
리즈앤북,서교동,생활서비스,126.91524859868213,37.55148978635541
도서출판 동방,서교동,생활서비스,126.91524859868213,37.55148978635541
도서출판 바움,서교동,생활서비스,126.91524859868213,37.55148978635541
(주)건설연구사,서교동,생활서비스,126.91524859868213,37.55148978635541
호메로스,서교동,생활서비스,126.91524859868213,37.55148978635541
에디프기획,서교동,생활서비스,126.91489009976914,37.55151147919649
사단법인 텃밭보급소,서교동,생활서비스,126.91712311821955,37.55152890900183
도서출판 DnA(디앤에이),서교동,생활서비스,126.9196649063925,37.55034886289414
도서출판 더 테라스<The Terrace>,서교동,생활서비스,126.9196649063925,37.55034886289414
도서출판 더숲,서교동,생활서비스,126.9196649063925,37.55034886289414
도서출판 세움과비움,서교동,생활서비스,126.9196649063925,37.55034886289414
도서출판 선우,서교동,생활서비스,126.9196649063925,37.55034886289414
도서출판 에밀,서교동,생활서비스,126.9196649063925,37.55034886289414
주식회사 호키,서교동,생활서비스,126.92122736560124,37.55035283721195
홍대빨래방,서교동,생활서비스,126.91998766328551,37.55039067009744
주식회사 세상과미래,서교동,생활서비스,126.92182101699586,37.55045185194535
우리누리,서교동,생활서비스,126.91954102008292,37.55046737361412
빅퍼즐 북스,서교동,생활서비스,126.91954102008292,37.55046737361412
도서출판 아트다,서교동,생활서비스,126.92158536469289,37.55047582657479
코딱지,서교동,생활서비스,126.91986491158788,37.55049830245228
흐뭇,서교동,생활서비스,126.91986491158788,37.55049830245228
라이스메이커,서교동,생활서비스,126.91986491158788,37.55049830245228
모노폴리언(Monopolian),서교동,생활서비스,126.91986491158788,37.55049830245228
라이스트리,서교동,생활서비스,126.91986491158788,37.55049830245228
달라호스(dala horse),서교동,생활서비스,126.9198173705074,37.55063264092516
도서출판길,서교동,생활서비스,126.92087838642146,37.55072443250507
도서출판황해(Yellow Sea Publications),서교동,생활서비스,126.92087838642146,37.55072443250507
성진사,서교동,생활서비스,126.92087838642146,37.55072443250507
아트넷,서교동,생활서비스,126.92087838642146,37.55072443250507
파랑새미디어,서교동,생활서비스,126.92087838642146,37.55072443250507
생명의우물가,서교동,생활서비스,126.92087838642146,37.55072443250507
수다,서교동,생활서비스,126.92087838642146,37.55072443250507
마인기획,서교동,생활서비스,126.92087838642146,37.55072443250507
초록지붕,서교동,생활서비스,126.92087838642146,37.55072443250507
(주)내또래교육,서교동,생활서비스,126.92087838642146,37.55072443250507
닻앤돛,서교동,생활서비스,126.92087838642146,37.55072443250507
(주)더제이에이치미디어,서교동,생활서비스,126.92087838642146,37.55072443250507
책든사자,서교동,생활서비스,126.92087838642146,37.55072443250507
(주)시네마동,서교동,생활서비스,126.92148247087053,37.550730156601524
이글루,서교동,생활서비스,126.92148247087053,37.550730156601524
(주)뉴스오브코리아,서교동,생활서비스,126.92148247087053,37.550730156601524
황금연못출판사,서교동,생활서비스,126.91997263866779,37.5507729199504
(주)컬쳐코리아,서교동,생활서비스,126.9201358719495,37.55084165406391
시냇가 나무,서교동,생활서비스,126.9201358719495,37.55084165406391
(주)북토피아,서교동,생활서비스,126.9203523409511,37.55087119778851
주식회사 백패커,서교동,생활서비스,126.9203523409511,37.55087119778851
오브이모션,서교동,생활서비스,126.9237237169644,37.550928642106264
(주)컴캐스트,서교동,생활서비스,126.9237237169644,37.550928642106264
도서출판 오픈,서교동,생활서비스,126.92396284290456,37.5509464914251
고토바노모리,서교동,생활서비스,126.92289943852735,37.55099602549285
지인앤북스,서교동,생활서비스,126.91648002494657,37.55010501351586
(주)경향엠앤씨,서교동,생활서비스,126.91742129770945,37.550260008707674
(주)이노솔루션,서교동,생활서비스,126.91847123799893,37.550301849584535
플라톤(주),서교동,생활서비스,126.91847123799893,37.550301849584535
(주)문학과지성사,서교동,생활서비스,126.91587193057175,37.55031678234008
서유재,서교동,생활서비스,126.91587193057175,37.55031678234008
(주)아소비교육,서교동,생활서비스,126.91725614642,37.550349324889545
법서각,서교동,생활서비스,126.91651737535315,37.55035121643258
메디뷰,서교동,생활서비스,126.91651737535315,37.55035121643258
은혜크리닝,서교동,생활서비스,126.91651737535315,37.55035121643258
오늘의 책,서교동,생활서비스,126.91634611609754,37.55038441592677
애플북스,서교동,생활서비스,126.91634611609754,37.55038441592677
해빗(Habit),서교동,생활서비스,126.91634611609754,37.55038441592677
로맨티카(Romantica),서교동,생활서비스,126.91634611609754,37.55038441592677
(주)소와당,서교동,생활서비스,126.91634611609754,37.55038441592677
이덴슬리벨(Eat&SleepWell),서교동,생활서비스,126.91634611609754,37.55038441592677
비전코리아,서교동,생활서비스,126.91634611609754,37.55038441592677
S플레이북,서교동,생활서비스,126.91634611609754,37.55038441592677
블랙노블,서교동,생활서비스,126.91634611609754,37.55038441592677
(주)비전비엔피,서교동,생활서비스,126.91634611609754,37.55038441592677
마그너스,서교동,생활서비스,126.91634611609754,37.55038441592677
플레이북,서교동,생활서비스,126.91634611609754,37.55038441592677
서머나북스(Smyrnabooks),서교동,생활서비스,126.91634611609754,37.55038441592677
주식회사 리안앤컴퍼니,서교동,생활서비스,126.91862606336274,37.55040585404251
(주)나눔커뮤니케이션,서교동,생활서비스,126.91602625366744,37.55044458818003
주식회사 동아에스앤씨,서교동,생활서비스,126.91602625366744,37.55044458818003
주식회사 아이수학,서교동,생활서비스,126.91602625366744,37.55044458818003
주식회사 슈퍼셈교육,서교동,생활서비스,126.91602625366744,37.55044458818003
피그마리온,서교동,생활서비스,126.9170017861566,37.55048299935144
주식회사다보당,서교동,생활서비스,126.9170017861566,37.55048299935144
홍시닷컴,서교동,생활서비스,126.9170017861566,37.55048299935144
도토리하우스,서교동,생활서비스,126.91626226300428,37.55048886631237
(주)새로운제안,서교동,생활서비스,126.91626226300428,37.55048886631237
해피데이 스파,서교동,생활서비스,126.91895352611532,37.55051474803275
(주)인터랭텍,서교동,생활서비스,126.91895352611532,37.55051474803275
도서출판 뫼비우스,서교동,생활서비스,126.91931686549103,37.55059575406896
(주)아이노리,서교동,생활서비스,126.91628400100433,37.55064456760152
신원미디어,서교동,생활서비스,126.91628400100433,37.55064456760152
도서출판 푸른사람들,서교동,생활서비스,126.91565810036943,37.550668000884556
더페이지,서교동,생활서비스,126.91565810036943,37.550668000884556
도서출판 시대정신,서교동,생활서비스,126.91565810036943,37.550668000884556
(주)화니북스,서교동,생활서비스,126.91565810036943,37.550668000884556
도서출판 집사재,서교동,생활서비스,126.91541495396814,37.550695483060096
어카운팅북스(유비크출판사),서교동,생활서비스,126.91541495396814,37.550695483060096
(주)바이이미지,서교동,생활서비스,126.91541495396814,37.550695483060096
이코노믹북스,서교동,생활서비스,126.91541495396814,37.550695483060096
책세상,서교동,생활서비스,126.91682973178452,37.55070860973621
해의시간,서교동,생활서비스,126.91682973178452,37.55070860973621
미래의창,서교동,생활서비스,126.91682973178452,37.55070860973621
(주)엔터티브,서교동,생활서비스,126.91682973178452,37.55070860973621
사단법인 에이트참밍,서교동,생활서비스,126.91682973178452,37.55070860973621
한국금융정보원,서교동,생활서비스,126.91682973178452,37.55070860973621
제3의 공간,서교동,생활서비스,126.91682973178452,37.55070860973621
달의시간,서교동,생활서비스,126.91682973178452,37.55070860973621
온새미로 출판사,서교동,생활서비스,126.91743791318822,37.55078703679308
슈미즈(CHEMISE),서교동,생활서비스,126.91672210381118,37.550800251172525
주식회사 케이이십일,서교동,생활서비스,126.91672210381118,37.550800251172525
스토린랩,서교동,생활서비스,126.91672210381118,37.550800251172525
매드햇(MAD HAT),서교동,생활서비스,126.91672210381118,37.550800251172525
LACE,서교동,생활서비스,126.91672210381118,37.550800251172525
메가링구아,서교동,생활서비스,126.9144605536805,37.55009759252619
토토북,서교동,생활서비스,126.91490287618345,37.54933990977775
큰솔,서교동,생활서비스,126.91490287618345,37.54933990977775
주식회사웨디스,서교동,생활서비스,126.91562070073662,37.54939006356404
우전출판사,서교동,생활서비스,126.91562070073662,37.54939006356404
종합출판 프라임북,서교동,생활서비스,126.91562070073662,37.54939006356404
주-우전산업,서교동,생활서비스,126.91562070073662,37.54939006356404
(주)예인미디어,서교동,생활서비스,126.91562070073662,37.54939006356404
고시동네,서교동,생활서비스,126.91562070073662,37.54939006356404
(주)아이터출판사,서교동,생활서비스,126.91770640740059,37.549396254762854
도서출판 펭귄카페,서교동,생활서비스,126.91770640740059,37.549396254762854
신원에이전시,서교동,생활서비스,126.91770640740059,37.549396254762854
(주)도서출판멜론,서교동,생활서비스,126.91770640740059,37.549396254762854
도서출판 아이노리,서교동,생활서비스,126.91770640740059,37.549396254762854
고성하이테크,서교동,생활서비스,126.91498740644735,37.54944422311012
사단법인 희망연구소 배움,서교동,생활서비스,126.91498740644735,37.54944422311012
(주)오픈퀘스트,서교동,생활서비스,126.91846135903106,37.54948423040751
(주)이투엑스포,서교동,생활서비스,126.91846135903106,37.54948423040751
(주)뉴인,서교동,생활서비스,126.91815147654499,37.54951902921558
(주) 미디어 윌 엠앤비 지점,서교동,생활서비스,126.91618177020707,37.54953443121855
도서출판 학고재(주),서교동,생활서비스,126.91618177020707,37.54953443121855
이미지테크,서교동,생활서비스,126.91594446201212,37.54958134335407
사람인,서교동,생활서비스,126.9158119063645,37.54960107404065
KTEE출판부 TEE스토리,서교동,생활서비스,126.91802099975055,37.54963076738239
(주)해피앤굿,서교동,생활서비스,126.91802099975055,37.54963076738239
사유수 출판사,서교동,생활서비스,126.91553860385966,37.54970987257482
생각교육,서교동,생활서비스,126.91603980411448,37.549730237752414
도서출판 만족,서교동,생활서비스,126.9178859942284,37.54974775647914
아카데미 채리스,서교동,생활서비스,126.9178859942284,37.54974775647914
비트윈어스,서교동,생활서비스,126.9178859942284,37.54974775647914
제이제이컴퍼니,서교동,생활서비스,126.9178859942284,37.54974775647914
PS31,서교동,생활서비스,126.9178859942284,37.54974775647914
러브이즈콜드(love is cold),서교동,생활서비스,126.9178859942284,37.54974775647914
드림이티처(드림e티처),서교동,생활서비스,126.9178859942284,37.54974775647914
시간창고,서교동,생활서비스,126.91946436675043,37.54977499190734
현어드벤처,서교동,생활서비스,126.91864807713824,37.549803945686264
도서출판그루,서교동,생활서비스,126.91864807713824,37.549803945686264
육법사,서교동,생활서비스,126.91864807713824,37.549803945686264
씨엘북스,서교동,생활서비스,126.91864807713824,37.549803945686264
(주)페이퍼백,서교동,생활서비스,126.91864807713824,37.549803945686264
시와사회,서교동,생활서비스,126.9160970417924,37.549864586416696
도서출판 다산기획,서교동,생활서비스,126.91793218290559,37.54987711412805
흐름출판 주식회사,서교동,생활서비스,126.91889798176587,37.54994158254056
